SYMBOL,NAME,EXCHANGE,CATEGORY NAME,CATEGORY NUMBER
ZDPY.PK,ZONED PROPERTIES,PNK,,0
WIW,WESTERN ASSET/CLAYMORE INFLATIO,NYQ,,0
DMTGY,DAILY MAIL AND GENERAL TRUST PLC,PNK,,0
MDCA,MDC PARTNERS INC.,NMS,,0
0009.KL,YTL E-SOLUTIONS BHD,KLS,,0
M6F.MU,QUINDELL,MUN,,0
EBCOY,EBARA CORP.,PNK,,0
GGTHF,GOLDEN GOLIATH RESOURCES LTD.,PNK,,0
GDF,WESTERN ASSET GLOBAL PARTNERS INCOME FUND INC.,NYQ,,0
MMRTY,MASSMART HOLDINGS LIMITED,PNK,,0
AFSD,AFLAC INC.,NYQ,,0
JHP,NUVEEN QUALITY PREFERRED INCOME,NYQ,,0
GPIV33.SA,GP INVEST   -DR3,SAO,,0
NRBT,"NOVUS ROBOTICS, INC.",PNK,,0
FNMAI.OB,FED NTL MTG SER Q,OBB,,0
IDG,ING GROEP N.V.,NYQ,,0
0475-OL.HK,ZHONG FA ZHAN,HKG,,0
GAR.V,GREEN ARROW RESOURCES INC.,VAN,,0
AFW,AMERICAN FINANCIAL GROUP INC.,NYQ,,0
IAMTY,INVERSIONES AGUAS METROPOLITANAS SA,PNK,,0
METSF,METALS X LIMITED,PNK,,0
004170.KS,"SHINSEGAE CO.,LTD",KSC,,0
PCCWY,PCCW LIMITED,PNK,,0
UEB.SG,WARRNAMBOOL CHEESE AND BUTTER FACTORY COMPANY HOLDINGS LIMITED,STU,,0
SRG.V,GOLDEN COAST ENERGY CORPORATION,VAN,,0
ICO.BE,IC GROUP,BER,,0
PRFN.ME,CHELYAB ZAVOD,MCX,,0
JBII.PK,"JBI, INC.",PNK,,0
EMBVF,"ARCA CONTINENTAL, S. A. B. DE C. V.",PNK,,0
N9LU.SI,PERENNIAL CRT,SES,,0
FJVS.L,FID JAP VALUES 2016 SUBS,LSE,,0
BBO-PA.TO,"BIG BANK BIG OIL SPLIT CORP., P",TOR,,0
JKPAPER.BO,JK PAPER LTD.,BSE,,0
ZT3A.BE,ADSOUTH PARTNERS,BER,,0
AGNCP,AMERICAN CAPITAL AGENCY CORP.,NMS,,0
OXIS.PK,OXIS INTL INC,PNK,,0
ZWARDENC.BO,WARDEN CONSTRUCTION & FINANCE,BSE,,0
9008.KL,OMESTI BHD,KLS,,0
REDW,"REDWOOD FINANCIAL, INC.",PNK,,0
DPV9.L,DOWNING PLANNED EXIT VCT 9 ORD,,,0
MDFZF,MEDIFOCUS INC.,PNK,,0
PSB-PV,"PS BUSINESS PARKS, INC. DEPOSIT",NYQ,,0
KIKOY,KIKKOMAN CORP.,PNK,,0
NNCHF,"NISSAN CHEMICAL INDUSTRIES, LTD.",PNK,,0
WFG1.MU,WEST CHINA CEMENT,MUN,,0
LBB.L,LITEBULB GROUP,LSE,,0
FCT,FIRST TRUST SENIOR FLOATING RAT,NYQ,,0
TQW.IR,TULLOW OIL,ISE,,0
WGNB,WGNB CORP.,PNK,,0
JCI-H.V,JM CAPITAL II CORP,VAN,,0
ATLANTSP.BO,ATLANTIC SPINNING & WEAVING MI,BSE,,0
SKHRF,STAKEHOLDER GOLD CORP.,PNK,,0
NYE.MC,NYESA VALORES,MCE,,0
AHONY,KONINKLIJKE AHOLD N.V.,PNK,,0
G1L.BE,GRPE VIAL ,BER,,0
EXCL.JK,XL AXIATA TBK.,JKT,,0
LVGAF.PK,GLV INC CL A SUB VTG,PNK,,0
TSPT,"TRANSCEPT PHARMACEUTICALS, INC.",NGM,,0
ZT2B.SG,"ZOOM TECHNOLOGIES, INC.",STU,,0
ENERGYDEV.BO,ENERGY DEVELOPMENT COMPANY LTD,BSE,,0
089790.KQ,JT CORPORATION,KOE,,0
BC9.BE,BANK OF CYPRUS PUBL,BER,,0
SP4A.MU,ONCOGENEX PHARM,MUN,,0
WANSF,WANDISCO PLC,PNK,,0
SCV-B.ST,SCANIA -B-,STO,,0
MXC.F,,FRA,,0
IUE.BE,TRUWORTHS INTL,BER,,0
3036.TW,WT MICROELECTRONIC TWD10,TAI,,0
CPFI,"JUBILEE4 GOLD, INC.",PNK,,0
BSNRF,"BIOSENSORS INTERNATIONAL GROUP, LTD.",PNK,,0
TOGOF,TOMAGOLD CORPORATION,PNK,,0
SLVA,"SILVAN INDUSTRIES, INC.",PNK,,0
1699.HK,PUTIAN FOOD,HKG,,0
CMTDF,"SUMITOMO MITSUI TRUST HOLDINGS, INC.",PNK,,0
CRMBQ,"CRUMBS BAKE SHOP, INC.",PNK,,0
XTD-PA.TO,"TDB SPLIT CORP., PRIORITY EQUIT",TOR,,0
WANBURY.NS,,,,0
3171.TWO,XIN CHIO GLOBAL CO TWD10,TWO,,0
JAMNAAUTO.NS,JAMNA AUTO IND LTD,NSI,,0
FSN.V,"FRANCHISE SERVICES OF NORTH AMERICA, INC.",VAN,,0
ZENITHINFO-BE.NS,ZENITHNPP14-JAN-2000DEPO,NSI,,0
CVLL,COMMUNITY VALLEY BANCORP,PNK,,0
QTN.SG,TITAN MEDICAL INC.,STU,,0
THXBY,THERAPIX BIOSCIENCES LTD.,PNK,,0
SMVRD,"SMART VENTURES, INC.",PNK,,0
WLRMD.PK,WOLVERINE MINERALS C,PNK,,0
CAYRF.PK,COPPER CANYON RES LTD ORD,PNK,,0
MNTCF,EUROPEAN METALS CORP.,PNK,,0
VNRCP,"VANGUARD NATURAL RESOURCES, LLC",NMS,,0
M6FA.DE,QUINDELL PLC,GER,,0
JMPLY.PK,JOHNSON MATTHEY PLC,PNK,,0
OEC1.L,OCTOPUS ECLIPSE VCT ORD,LSE,,0
DWRI,"DESIGN WITHIN REACH, INC.",PNK,,0
IHCPF,INCHCAPE PLC,PNK,,0
TPNEF,CUB ENERGY INC.,PNK,,0
VPV,INVESCO PENNSYLVANIA VALUE MUNI,NYQ,,0
AKZA.AS,AKZO NOBEL,AMS,,0
NDP,TORTOISE ENERGY INDEPENDENCE FU,NYQ,,0
0098-OL.HK,XINGFA ALUM,HKG,,0
PFWI,"PETRONE WORLDWIDE, INC.",PNK,,0
ZNMNF,ZENA MINING CORP,PNK,,0
PTAUY.PK,PORT OF TAURANGA LTD,PNK,,0
5072@BN.KL,HIAP TECK VENTURE BHD,KLS,,0
ROIQU,ROI ACQUISITION CORP. II,NCM,,0
CIFAF,CI FINANCIAL CORP,PNK,,0
QBMMF,QUABIT IMMOBILIARIA,PNK,,0
OCV-UN.TO,CONVERTIBLE DEBENTURES INCOME F,TOR,,0
CSQ,CALAMOS STRATEGIC TOTAL RETURN ,NMS,,0
XENA.TA,XENIA VENTURE,TLV,,0
AJINF.PK,AJINOMOTO CO INC,PNK,,0
TKGZY,TURKIYE GARANTI BANKASI A.S.,PNK,,0
NPN,NUVEEN PENNSYLVANIA MUNICIPAL V,ASE,,0
VLKPF,VOLKSWAGEN AG,PNK,,0
MFL,BLACKROCK MUNIHOLDINGS INVESTME,NYQ,,0
B1:R9JZ.SI,OLAM6.75%B180129 US$,SES,,0
BVLDF.PK,BOLD VENTURES INC,PNK,,0
YMI.TO,YELLOWHEAD MINING INC.,TOR,,0
CVHL,"CV HOLDINGS, INC.",PNK,,0
ZMA.F,ZOOPLA PROP,FRA,,0
LEAP,LEAP WIRELESS INTERNATIONAL INC.,NMS,,0
6661@BN.KL,OSK PROPERTY HOLDINGS BHD,KLS,,0
PRE.SG,PRECISION DRILLING,STU,,0
CYHHZ,"COMMUNITY HEALTH SYSTEMS, INC.",NGM,,0
VGI,VIRTUS GLOBAL MULTI-SECTOR INCO,NYQ,,0
XBOR.PK,CROSS BORDER RES,PNK,,0
TTW.V,TIMES THREE WIRELESS INC.,VAN,,0
WHS010.NZ,WHS 15/06/15 7.37% - THE WAREHO,NZE,,0
FNTSF,"FLINT INT'L SERVICES, INC.",PNK,,0
BIO-B,"BIO-RAD LABORATORIES, INC.",NYQ,,0
0029.KL,DIGISTAR CORPORATION BHD,KLS,,0
TCCA,TRIANGLE CAPITAL CORPORATION 6.,NYQ,,0
BKYKL.PK,BANK OF NEW YORK,PNK,,0
URCFF,"URACAN RESOURCES, LTD.",PNK,,0
KWERF,KENNEDY WILSON EUROPE REAL ESTATE PLC,PNK,,0
G4Z.F,TV AZTECA CPO,FRA,,0
FSCI,"FISHER COMMUNICATIONS, INC.",NMS,,0
AEXAF.PK,ATOS ORIGIN SA ORD,PNK,,0
QACL.BE,4.75 BARCLAYS NCCP,BER,,0
ORC,"ORCHID ISLAND CAPITAL, INC.",NYQ,,0
FNMA.OB,FANNIE MAE,OBB,,0
SKLTY,SEEK LIMITED,PNK,,0
MNHVF.PK,MARINE HARVEST ASA,PNK,,0
71FH.L,EURASIA SP GDR-144A,LSE,,0
YMTKF.PK,YAMATO KOGYO CO LTD,PNK,,0
MHN,BLACKROCK MUNIHOLDINGS NEW YORK,NYQ,,0
5206.TWO,KUNYUE DEVELOPMEN TWD10,TWO,,0
0646-OL.HK,CHINA ENV TEC,HKG,,0
SOME.PK,SOMERSET TRUST HOLDI,PNK,,0
VLRDF,VILLAGE ROADSHOW LIMITED,PNK,,0
RCILF,ROC OIL COMPANY LIMITED,PNK,,0
6288.HK,FAST RETAIL-DRS,HKG,,0
E2:KT9.SI,QINGMEI,SES,,0
WLRHW,WL ROSS HOLDING CORP.,NCM,,0
NUBC,NORTHUMBERLAND BANCORP,PNK,,0
JIM.BE,JIMMY CHOO,BER,,0
CPRO.JK,CENTRAL PROTEINA PRIMA TBK.,JKT,,0
HRMJ,"HERMES JETS, INC.",PNK,,0
FSHOP13.MX,CIBANCO MEX,MEX,,0
0690.HK,UNI-BIO GROUP,HKG,,0
SHVLF,STARCORE INTERNATIONAL MINES LTD,PNK,,0
FCMP,"FIRST COMMUNITY FINANCIAL PARTNERS, INC.",PNK,,0
THBIY,TURKIYE HALK BANKASI A.S.,PNK,,0
OA-H.V,ORAMERICAS CORP,VAN,,0
ANEWF,AUSTRALIA & NEW ZEALAND BANKING GROUP LIMITED,PNK,,0
PAWS,PRAXSYN CORPORATION,PNK,,0
ASNHF,AVIDUS MANAGEMENT GROUP INC.,PNK,,0
ICLDW,"INTERCLOUD SYSTEMS, INC",NCM,,0
003550.KS,LG CORP.,KSC,,0
OISDF,OIL SANDS SECTOR FD,PNK,,0
HOYFF,HUHTAMAKI OYJ,PNK,,0
N1O.SG,NOVATEK SPGDR REG-S,STU,,0
WSTM.OB,WORKSTREAM INC,OBB,,0
ZIN18-C.NYB,,,,0
XEBEF,XEBEC ADSORPTION INC.,PNK,,0
ZZG.BE,INFORMATION SVC GRP,BER,,0
O9G.BE,OLYMPIC ENTERTAIN,BER,,0
MHNC,"MAIDEN HOLDINGS NORTH AMERICA, ",NYQ,,0
SBGSF,SCHNEIDER ELECTRIC SE,PNK,,0
SGAS4F.SA,WLM IND COM -PN,SAO,,0
LSA.TO,LACHLAN STAR LIMITED,TOR,,0
FSHRF,FEISHANG ANTHRACITE RESOURCES LIMITED,PNK,,0
LNXSF.PK,LANXESS AG,PNK,,0
IFPJF,INFORMA PLC,PNK,,0
7167.KL,JOHORE TIN BHD,KLS,,0
MAGNF,MAGELLAN MINERALS LIMITED,PNK,,0
VVUF.EX,VIVENDI,EUX,,0
MXE,"MEXICO EQUITY AND INCOME FUND, ",NYQ,,0
WDKA.PK,PANACHE BEVERAGE INC,PNK,,0
FU,FAB UNIVERSAL CORPORATION,ASE,,0
2183.HK,LIFESTYLE PPT,HKG,,0
MRFG3F.SA,MARFRIG     -ON      NM,SAO,,0
1235.HK,TRAVEL EXPERT,HKG,,0
ZIZ17-C.NYB,,,,0
TVE,TENNESSEE VALLEY AUTHORITY,NYQ,,0
VKI,INVESCO ADVANTAGE MUNICIPAL INC,ASE,,0
GLV,CLOUGH GLOBAL ALLOCATION FUND C,ASE,,0
EMPZD.PK,"VESTIAGE, INC.",PNK,,0
MRWSF,WM. MORRISON SUPERMARKETS PLC,PNK,,0
1TW.MU,TRAVELPORT WORLD,MUN,,0
TASEF,TASMAN RESOURCES LTD.,PNK,,0
QNTQY.PK,QINETIQ GROUP ADR,PNK,,0
VER.VI,VERBUND,VIE,,0
MIDLF,MIDLAND EXPLORATION INC.,PNK,,0
QIF.L,QATAR INVEST USD,LSE,,0
APOL.JK,ARPENI PRATAMA OCEAN LINE TBK.,JKT,,0
NZRFY,THE NEW ZEALAND REFINING COMPANY LIMITED,PNK,,0
5529.TWO,WELL GLORY DEVELOP TWD10,TWO,,0
YIQ14-C.NYB,,,,0
WMCO,,,,0
NDVLY.PK,NEW WORLD DEV CO LTD,PNK,,0
VNTI,"VANTONE INTERNATIONAL GROUP, INC.",PNK,,0
JAWA@NG.JK,JAYA AGRA WATTIE TBK. (NEGOTIAT,JKT,,0
CYUFF.PK,CHINA YURUN FOOD GRP,PNK,,0
WGPLF,WELLGREEN PLATINUM LTD.,PNK,,0
NHUR,"SUPERNOVA ENERGY, INC.",PNK,,0
VOLV-B.ST,VOLVO -B-,STO,,0
SVSVF,SEVENTY SEVEN BANK (,PNK,,0
NNGPF.PK,NN GROUP N V,PNK,,0
CTRE,"CARETRUST REIT, INC.",NMS,,0
JD8.MU,KODA,MUN,,0
PNCZL.PK,PNC FINL SVCS GRP D/S Q,PNK,,0
PHU.L,PACTOLUS HUNGARIAN,LSE,,0
IQPOF,IQ POWER AG,PNK,,0
SCAI,"SURGICAL CARE AFFILIATES, INC.",NMS,,0
03035X.TW,YUANTA SECURITIES CO.LTD C/W 04,TAI,,0
TRTH,TRAI THIEN USA INC.,PNK,,0
AZURF,AZINCOURT URANIUM INC.,PNK,,0
TXEMF,TEMPLETON EMERGING M,PNK,,0
XANAF.PK,XANADU MINES LTD,PNK,,0
GWTCF,GREAT WALL TECHNOLOGY CO. LTD.,PNK,,0
O3X2.BE,AAN VNTRS,BER,,0
VIFL,FOOD TECHNOLOGY SERVICE INC.,NCM,,0
XGW.BE,CALAVO GROWERS,BER,,0
DFY.F,ORTAC RESOURCES,FRA,,0
5584@BN.KL,YEE LEE CORPORATION BHD,KLS,,0
EPCPF,CRICKET MEDIA GROUP LTD.,PNK,,0
SCNP,SUNSHINE CAPITAL INC.,PNK,,0
CKGDF,KALNORTH GOLD MINES LIMITED,PNK,,0
CHOLF,CHINA OILFIELD SERVICES LTD.,PNK,,0
NOM,NUVEEN MISSOURI PREMIUM INCOME ,ASE,,0
SPYKF,SPYKER N.V.,PNK,,0
MO4.SG,AL NOOR,STU,,0
WABCO.BO,,,,0
BTHI,BUTTE HIGHLANDS MNG,PNK,,0
WWSG.PK,WORLDWIDE STRATEGIES,PNK,,0
1171-OL.HK,YANZHOU COAL,HKG,,0
6238.KL,HOCK SENG LEE BHD,KLS,,0
ZMG.F,LINCOLN MINING,FRA,,0
SHKARTP.BO,SHREE KARTHIK PAPERS LTD.,BSE,,0
1507.TW,YUNG TAY ENGINEER TWD10,TAI,,0
RRTL.HM,RTL GROUP ,HAM,,0
6RC.BE,REPROCELL,BER,,0
YIK15-C.NYB,,,,0
PSZKF,POWSZECHNA KASA OSZ,PNK,,0
CHBAF,"THE CHIBA BANK, LTD.",PNK,,0
BFGIF,BOYD GROUP INCOME FUND,PNK,,0
MTSFF,MITSUI FUDOSAN CO. LTD.,PNK,,0
0711-OL.HK,CHUN WO DEV,HKG,,0
AERO.L,STRAT AERO,LSE,,0
BCAR.PK,BANK OF THE CAROLINA,PNK,,0
DXB,DEUTSCHE BK CONTINGENT CAP TR I,NYQ,,0
H4L1.F,HALYK SP GDR REG-S,FRA,,0
ZLIOY.PK,ZOOMLION HEAVY,PNK,,0
ACT.L,ACT EXPERIENCE,LSE,,0
LYDIF,LYDIAN INTERNATIONAL LIMITED,PNK,,0
KDKN,KODIAK ENERGY INC.,PNK,,0
CVSG.L,CVS GROUP,LSE,,0
MHD,"BLACKROCK MUNIHOLDINGS FUND, INC.",NYQ,,0
SAFRF,SAFRAN SA,PNK,,0
UBLXF,U-BLOX HLDG AG,PNK,,0
VNRTP,"VANGUARD NATURAL RESOURCES, LLC",PNK,,0
RTMNF.PK,REITMANS CDA LTD,PNK,,0
CBSTZ,"CUBIST PHARMACEUTICALS, INC.",NMS,,0
WDAS,WORLD ASSURANCE GROUP INC.,PNK,,0
OS.ST,ORASOLV,STO,,0
JGCCY.PK,J G C CORP ADR,PNK,,0
YITYF,YIT OYJ,PNK,,0
BUWR.OB,"BLUE WATER GLOBAL GROUP, INC.",OBB,,0
PIEJF.PK,PARIS ORLEANS ET CIE,PNK,,0
LFRGY,LAFARGE S.A.,PNK,,0
CTKH,"CETEK TECHNOLOGIES, INC.",PNK,,0
CNVB.PK,COLONIAL VA BK,PNK,,0
LPCK.JK,LIPPO CIKARANG TBK,JKT,,0
WNBD,WINNING BRANDS CORPORATION,PNK,,0
ZSNEHCON.BO,SNEH CONSTRUCTION LTD.,BSE,,0
XKK17-1.CBT,,CBT,,0
LSIIF,LISI,PNK,,0
CLA,CAPITALA FINANCE CORP. 7.125% N,NYQ,,0
RTMVY.PK,RIGHTMOVE PLC ADR,PNK,,0
CLNH,CENTERLINE HOLDING COMPANY,PNK,,0
YP9.MU,YUZHOU PROPERTIES,MUN,,0
URNXF,MAGNIS RESOURCES LIMITED,PNK,,0
FMB,FIRST TRUST MANAGED MUNICIPAL ETF,NGM,,0
NICXF,NICOX SA,PNK,,0
BSR.V,BLUESTONE RESOURCES INC.,VAN,,0
PVS-PA.TO,PARTNERS VALUE SPLIT CORP PREF ,TOR,,0
HREEF,STANS ENERGY CORP.,PNK,,0
CHDRY,CHRISTIAN DIOR SA,PNK,,0
MRCHF.PK,MIRACA HLDGS INC,PNK,,0
OLCLY,"ORIENTAL LAND CO., LTD.",PNK,,0
EGDCY,ENERGY DEVELOPMENT CORPORATION,PNK,,0
CFC-PB,COUNTRYWIDE CAPITAL V (NEW) 7.0,NYQ,,0
CHEUY.PK,CHEUNG KONG HOLDINGS,PNK,,0
CPASF.PK,CONTAX PARTICIPACOES,PNK,,0
HTGX,"HERCULES TECHNOLOGY GROWTH CAPITAL, INC.",NYQ,,0
MODLF,MONDI LTD,PNK,,0
SKYH,SKY HARVEST ENERGY CORP.,PNK,,0
CFA,COMPASS EMP US 500 VOL WTD ETF,NGM,,0
YWN17-C.CBT,,,,0
PM5V.DU,PHARM - NET AG,DUS,,0
WMFV.F,WMF VZ,FRA,,0
MBSD,FLEXSHARES DISCIPLINED DURATION MBS ETF,NGM,,0
VN3A.SG,LEXAM VG GOLD,STU,,0
BARK.PK,BANK AKRON N Y,PNK,,0
YWK17-C.CBT,,,,0
1884.HK,EPRINT GROUP,HKG,,0
SGYPU,"SYNERGY PHARMACEUTICALS, INC.",NCM,,0
NKX-PC,NUVEEN CALIFORNIA AMT-FREE MUNI,NYQ,,0
DCNSF.PK,DAI-ICHI LIFE INSURA,PNK,,0
AED,AEGON N.V.,NYQ,,0
RHUHF,RICHELIEU HARDWARE LTD.,PNK,,0
HECCD,HYDROCARB ENERGY CORPORATION,OBB,,0
XCO-RWI,,,,0
CHSTF,"CHINA HIGH SPEED TRANSMISSION EQUIPMENT GROUP CO., LTD.",PNK,,0
UKOG.L,UK OIL & GAS,LSE,,0
5EF.SI,$ ADVENTUS,SES,,0
1314-OL.HK,TSUI WAH HLDG,HKG,,0
DLGC,"DIALOGIC, INC.",PNK,,0
AFIMF,AFRICA ISRAEL INV OR,PNK,,0
WLBPZ,WESTMORELAND COAL CO.,NGM,,0
YASTF.BO,YASH TRADING & FINANCE LTD,BSE,,0
RCG,"RENN GLOBAL ENTREPRENEURS FUND, INC.",ASE,,0
HDVY.PK,HEALTH DISCOVERY CP,PNK,,0
SPPJF,SAPPI LTD ORD,PNK,,0
WLOL,WINLAND OCEAN SHIPPING CORP,PNK,,0
TCB2O.BA,TARJETAS CUYANAS FRN 19/12/2014,BUE,,0
VCTR.TA,VICTORY SUPERMARKET,TLV,,0
YUGVF.PK,YOUGOV PLC,PNK,,0
SHMDF,SHIMANO INC.,PNK,,0
WHLRF.PK,WHL ENERGY LTD,PNK,,0
034950.KQ,"KOREA RATINGS CO., LTD.",KOE,,0
OTV.VI,OTTAKR GETR VZ,VIE,,0
XAH.SG,MOBILE EMBRACE,STU,,0
NILSY,"OPEN JOINT STOCK COMPANY ""MINING AND METALLURGICAL COMPANY NORILSK NICKEL""",PNK,,0
8EG.F,EUGLENA,FRA,,0
VSYME.OB,,OBB,,0
SIOFFO.ST,SIEM OFFSHORE,STO,,0
MDCR,OVERTECH,OBB,,0
VIT-B.ST,VITEC SOFTWA GR -B-,STO,,0
YEWTF,ENVIRONMENTAL WASTE INTERNATIONAL INC.,PNK,,0
MBIS,MEDIABISTRO INC.,PNK,,0
NTGSD,GOLDEN PREDATOR MNG,PNK,,0
SYCRF,SYNCORA HOLDINGS LTD.,PNK,,0
RSERF,RESERVOIR CAPITAL CORP,PNK,,0
910948.TW,Z-OBEE HOLDINGS DR EACH REPR 1 ,TAI,,0
ELTZ.L,ELECTRA PRIVATE EQUITY (SPL) ZDP 2016,LSE,,0
ATAR.PK,AVATAR VENTURES CORP,PNK,,0
RESS,"RENEWABLE ENERGY SOLUTION SYSTEMS, INC.",PNK,,0
VLT,INVESCO HIGH INCOME TRUST II,NYQ,,0
JVC.F,JVC KENWOOD,FRA,,0
SUHJY,SUN HUNG KAI PROPERTIES LIMITED,PNK,,0
ROYHF,ROYAL HOST INC.,PNK,,0
DRS.IR,DRAGON OIL,ISE,,0
TNTEY,TNT EXPRESS N.V.,PNK,,0
LGOYF,LOGO YAZILIM SANAYI VE TICARET AS,PNK,,0
YUGVF,YOUGOV PLC,PNK,,0
HTEC,HYDRON TECHNOLOGIES INC.,PNK,,0
CPADF,COOKPAD INC.,PNK,,0
JSLSL.BO,,,,0
C-PN,CITIGROUP CAPITAL VIII 7.875% F,NYQ,,0
PASUSPG.BO,PASUPATI SPINNING & WEAVING MILLS LIMITED,BSE,,0
ZAM.L,ZAMBEEF PRODUCT,LSE,,0
8046-OL.HK,HENG XIN CHINA,HKG,,0
RXLSF,REXEL SA,PNK,,0
MAIL.IL,MAIL RU SP GDR-REGS,IOB,,0
VDSB.ME,VLADIMIR EDC,MCX,,0
7SA.MU,SKYMARK AIRLINES ,MUN,,0
IRR,VOYA NATURAL RESOURCES EQUITY I,NYQ,,0
LM3.SG,LEMMINKAINEN OYJ,STU,,0
JE3.BE,YASHILI INTL,BER,,0
MEEXF,ME RESOURCE CORP.,PNK,,0
NPP,NUVEEN PERFORMANCE PLUS MUNICIP,NYQ,,0
AJSCF,AJISEN CHINA HOLDINGS LTD.,PNK,,0
T82U.SI,SUNTEC REIT,SES,,0
YG4.SG,AB LINAS AGRO GROUP,STU,,0
VSSL-BE.NS,VARDHMAN SPC STEEL LTD,NSI,,0
GLOFY,GAMELOFT SE,PNK,,0
CREQF,CHINA RARE EARTH HOLDINGS LTD.,PNK,,0
KCRPY,KAO CORPORATION,PNK,,0
GPOVF.PK,GRUPO CARSO S A DE C,PNK,,0
AXESCPB.MX,AXESCP B,MEX,,0
AHONY.PK,KONINKLIJKE AHOLD,PNK,,0
CEVE,CERES VENTURES INC.,PNK,,0
TVCH.L,,,,0
AKAVF,PHOENIX METALS CORPORATION,PNK,,0
YRLLD.PK,ALTA VISTA VENTURES,PNK,,0
P94P.BE,WELLGREEN PLATINUM,BER,,0
IRET-PB,INVESTORS REAL ESTATE TRUST 7.9,NYQ,,0
ENRT,ENERTOPIA CORP.,PNK,,0
AMFW-WI,,,,0
VIS.MC,VISCOFAN,MCE,,0
900140.KS,KOLAO HOLDINGS,KSC,,0
SCA-B.ST,SVENSKA CELLULO -B-,STO,,0
YM1.HM,PANORAMIC RES,HAM,,0
NEZ15-C.CME,,,,0
VLLRF,ASIA RESOURCE MINERALS PLC,PNK,,0
GNRD,GENERAL DATACOMM INDUSTRIES INC.,PNK,,0
USRC,UNISOURCE CORPORATE CORPORATION,PNK,,0
JNMB.PK,JINHUA MARINE BIOLOG,PNK,,0
NPIFF,NORTHLAND POWER INC.,PNK,,0
AGPYF,AGILE PROPERTY HOLDINGS LTD.,PNK,,0
VLAP.VI,VALNEVA  PF,VIE,,0
032940.KQ,WONIK CORPORATION,KOE,,0
VIVA.JK,VISI MEDIA ASIA TBK,JKT,,0
PHOT.PK,GROWLIFE INC,PNK,,0
MNTG,"MTR GAMING GROUP, INC., PRIOR TO REVERSE MERGER WITH ELDORADO RESORTS, LLC",NMS,,0
FMFP,FIRST COMMUNITY FINANCIAL CORP.,PNK,,0
WLGC.PK,WORDLOGIC CORP,PNK,,0
219.F,EXOVA GROUP,FRA,,0
LBU.F,XO GROUP,FRA,,0
KFH,KKR FINANCIAL HOLDINGS LLC,NYQ,,0
HQR.MU,,,,0
SWSIP.PK,SUPERIOR WELL SVCS,PNK,,0
NESN.VX,NESTLE N,VTX,,0
JODRF.PK,JOURDAN RES INC,PNK,,0
INCI.JK,INTANWIJAYA INTERNASIONAL TBK,JKT,,0
SCD,LMP CAPITAL AND INCOME FUND INC,NYQ,,0
AWSL,"ATLANTIC WIND & SOLAR, INC.",PNK,,0
SGF,"ABERDEEN SINGAPORE FUND, INC. C",NYQ,,0
0243-OL.HK,QPL INT'L,HKG,,0
VIG.VI,VIENNA INSURANCE GR,VIE,,0
ATQP.MU,VERICEL,MUN,,0
TAOEF,TRANS-ASIA OIL AND ENERGY DEVELOPMENT CORPORATION,PNK,,0
VPKF.EX,KON.VOPAK NV,EUX,,0
FGB,FIRST TRUST SPECIALTY FINANCE A,NYQ,,0
MBV.VI,MIBA AG VZ -B-,VIE,,0
DTNOY,DNO ASA,PNK,,0
ZUGN.SW,ZUG ESTATES N -B-,EBS,,0
I7O.MU,IC IMMOBILIEN HOLD,MUN,,0
AMBTQ,AMBIENT CORPORATION,PNK,,0
C4XD.L,C4X DISC HLDGS,LSE,,0
NCLTF,NITORI HOLDINGS CO.LTD.,PNK,,0
NULTF,URU METALS LIMITED,PNK,,0
CLIRF.PK,CLEARFORD WATER,PNK,,0
TOIPF,THAI OIL PUBLIC COMPANY LIMITED,PNK,,0
NVLX.PK,NUVILEX INC,PNK,,0
7TK.F,TAKATA,FRA,,0
XEL-PD,,,,0
DRAGY,DRAGON OIL PLC,PNK,,0
PPIZF,PUBLIC SERVICE PROPERTIES INVESTMENTS LIMITED,PNK,,0
OMUB.MU,OLD MUTUAL,MUN,,0
VELTF,VELTI PLC,PNK,,0
HUSQF,HUSQVARNA AB (PUBL),PNK,,0
CCNCD,KAIZEN DISCOVERY INC.,,,0
BKSW.JK,BANK QNB INDONESIA,JKT,,0
4994.TW,X-LEGEND ENTERTAINMENT CO LTD T,TAI,,0
KROTP.ME,RED OCTOBER PREF,MCX,,0
0058.KL,JOBSTREET CORPORATION BHD,KLS,,0
RTLGF,ST AUGUSTINE GOLD AND COPPER LIMITED,PNK,,0
SICRF,SIMCORP A/S,PNK,,0
EZTC3.SA,EZTEC       -ON      NM,SAO,,0
PY1.SG,PAPELES Y CARTONES DE EUROPA S.A.,STU,,0
RWWI.PK,"RAND WORLDWIDE, INC.",PNK,,0
ASAB,ALLERAYDE SAB LIMITED,PNK,,0
1421.HK,KINGBO STRIKE,HKG,,0
MNRUF,MEDITERRANEAN RESOURCES LTD.,PNK,,0
VTIFF,VALDOR TECHNOLOGY INTERNATIONAL INC.,PNK,,0
DWN.DE,DEUTSCHE WOHNEN AG,GER,,0
OFEK,OFEK CAPITAL CORP.,PNK,,0
1626-OL.HK,JIA YAO HLDGS,HKG,,0
LGOYF.PK,LOGO YAZILIM,PNK,,0
RDIB,"READING INTERNATIONAL, INC.",NCM,,0
EARI,ENTERTAINMENT ARTS RESEARCH INC.,PNK,,0
NETC3F.SA,NET         -ON,SAO,,0
